orderId,customerId,productId,quantity,unitPrice,country,orderDate
T0009082,C00421,P0117,5,175.16,Italy,2024-04-23
T0009083,C01635,P0075,3,342.51,Italy,2024-11-30
T0009084,C00997,P0028,1,427.86,UK,2024-03-23
T0009085,C01961,P0166,3,297.7,Spain,2024-08-28
T0009086,C01731,P0103,2,398.18,France,2024-11-04
T0009087,C00192,P0186,5,377.57,Germany,2024-06-22
T0009088,C00265,P0109,3,52.58,France,2024-07-12
T0009089,C01700,P0177,4,126.88,USA,2024-09-21
T0009090,C01266,P0177,4,134.46,Brazil,2024-05-14
T0009091,C01376,P0048,1,354.07,Israel,2024-07-21
T0009092,C00768,P0013,4,138.24,Germany,2024-02-24
T0009093,C00380,P0180,1,409.83,Brazil,2024-12-06
T0009094,C00581,P0013,4,115.39,Brazil,2024-02-02
T0009095,C00241,P0071,3,82.58,Spain,2024-10-10
T0009096,C00274,P0185,1,361.54,Israel,2024-05-02
T0009097,C01094,P0010,2,436.42,France,2024-07-24
T0009098,C01279,P0156,4,255.14,USA,2024-09-20
T0009099,C00610,P0019,2,235.25,Canada,2024-03-25
T0009100,C01231,P0077,3,79.0,Canada,2024-07-15
T0009101,C01568,P0080,3,48.79,Canada,2024-10-12
T0009102,C00051,P0168,5,107.9,Spain,2024-04-12
T0009103,C00324,P0057,5,101.4,Spain,2024-12-12
T0009104,C01978,P0136,2,143.78,USA,2024-02-04
T0009105,C00382,P0081,2,116.41,UK,2024-08-24
T0009106,C01149,P0180,2,382.55,Spain,2024-09-28
T0009107,C01487,P0130,3,247.39,Brazil,2024-05-22
T0009108,C00553,P0148,1,312.43,France,2024-01-19
T0009109,C01988,P0175,5,253.16,Germany,2024-07-17
T0009110,C00194,P0070,5,19.13,USA,2024-10-18
T0009111,C00713,P0176,2,185.99,Germany,2024-06-09
T0009112,C00892,P0009,3,19.13,Brazil,2024-01-19
T0009113,C01685,P0124,1,321.65,USA,2024-01-02
T0009114,C00101,P0101,2,428.56,USA,2024-03-21
T0009115,C00051,P0084,1,244.04,Brazil,2024-07-18
T0009116,C01691,P0180,1,397.32,Brazil,2024-12-25
T0009117,C00348,P0009,3,21.08,Israel,2024-08-04
T0009118,C00203,P0010,1,474.52,Italy,2024-01-16
T0009119,C01941,P0180,1,376.68,Brazil,2024-05-27
T0009120,C01236,P0185,5,390.39,France,2024-05-02
T0009121,C00137,P0057,3,99.06,UK,2024-06-03
T0009122,C00961,P0057,5,102.99,France,2024-07-25
T0009123,C00267,P0150,4,215.05,Spain,2024-09-17
T0009124,C01636,P0013,2,130.79,USA,2024-05-18
T0009125,C01887,P0194,3,408.54,UK,2024-04-27
T0009126,C01003,P0054,3,218.64,Israel,2024-12-26
T0009127,C01856,P0017,3,242.1,UK,2024-04-05
T0009128,C00261,P0057,2,97.69,Spain,2024-03-11
T0009129,C00828,P0054,5,234.29,Canada,2024-09-07
T0009130,C00368,P0059,2,353.68,Italy,2024-02-26
T0009131,C00682,P0185,3,397.06,Germany,2024-05-06
T0009132,C00825,P0068,5,87.0,Italy,2024-01-12
T0009133,C00121,P0110,2,55.26,UK,2024-07-04
T0009134,C00548,P0185,2,356.82,Italy,2024-06-07
T0009135,C00662,P0117,2,167.38,Canada,2024-06-04
T0009136,C00565,P0185,2,391.6,France,2024-02-21
T0009137,C00642,P0113,4,349.37,Israel,2024-07-01
T0009138,C01509,P0146,3,216.76,Germany,2024-07-31
T0009139,C01622,P0164,3,316.38,UK,2024-05-16
T0009140,C01072,P0075,5,389.29,Brazil,2024-01-28
T0009141,C00536,P0194,2,451.03,Canada,2024-04-03
T0009142,C00473,P0077,1,75.9,UK,2024-04-11
T0009143,C00713,P0192,5,233.25,Spain,2024-08-24
T0009144,C00317,P0156,5,257.0,Canada,2024-06-27
T0009145,C01814,P0089,3,156.96,Israel,2024-07-29
T0009146,C00838,P0194,2,408.58,Israel,2024-03-22
T0009147,C00362,P0035,4,19.07,Canada,2024-03-10
T0009148,C01079,P0103,2,353.97,Brazil,2024-04-29
T0009149,C00145,P0117,5,178.93,Japan,2024-03-08
T0009150,C01043,P0024,2,419.83,Germany,2024-05-29
T0009151,C00763,P0180,4,388.67,Spain,2024-08-13
T0009152,C01500,P0129,4,34.6,Brazil,2024-01-04
T0009153,C00564,P0134,2,216.06,Italy,2024-01-14
T0009154,C01471,P0048,5,328.44,UK,2024-03-07
T0009155,C01651,P0057,1,105.31,Italy,2024-05-02
T0009156,C00732,P0138,1,56.82,Canada,2024-08-08
T0009157,C01626,P0197,4,235.83,Spain,2024-01-27
T0009158,C00864,P0171,3,395.41,Spain,2024-01-24
T0009159,C00294,P0190,3,387.12,Japan,2024-09-29
T0009160,C01619,P0057,4,93.71,Brazil,2024-11-09
T0009161,C01486,P0122,3,218.14,Japan,2024-06-05
T0009162,C01038,P0180,2,395.94,Spain,2024-11-30
T0009163,C00437,P0194,1,362.13,Israel,2024-08-12
T0009164,C00213,P0050,3,254.99,USA,2024-03-21
T0009165,C01920,P0141,4,212.23,Brazil,2024-03-24
T0009166,C00112,P0046,1,371.77,France,2024-09-20
T0009167,C00326,P0113,5,347.62,Canada,2024-04-16
T0009168,C01576,P0150,2,212.77,Italy,2024-12-02
T0009169,C01353,P0096,5,330.9,USA,2024-01-01
T0009170,C00135,P0019,2,198.02,Israel,2024-01-31
T0009171,C00373,P0103,5,338.6,Japan,2024-04-08
T0009172,C00359,P0168,4,110.66,Japan,2024-05-01
T0009173,C00129,P0073,4,181.63,France,2024-07-01
T0009174,C01897,P0103,5,346.8,Israel,2024-04-22
T0009175,C00012,P0141,5,177.63,USA,2024-08-26
T0009176,C01238,P0106,1,77.85,Japan,2024-11-25
T0009177,C00990,P0125,3,123.41,Brazil,2024-04-28
T0009178,C01392,P0101,2,409.74,Brazil,2024-12-11
T0009179,C01743,P0187,3,372.99,France,2024-09-23
T0009180,C00033,P0101,3,480.88,UK,2024-11-22
T0009181,C00640,P0185,2,322.83,UK,2024-01-12
T0009182,C01266,P0177,1,146.98,France,2024-04-25
T0009183,C01163,P0008,5,387.15,Japan,2024-02-13
T0009184,C00553,P0191,5,33.74,Israel,2024-01-17
T0009185,C00748,P0061,1,436.99,UK,2024-05-23
T0009186,C00659,P0082,2,111.3,Italy,2024-11-15
T0009187,C01488,P0166,5,283.95,Spain,2024-05-24
T0009188,C01760,P0180,5,381.29,Spain,2024-11-02
T0009189,C00342,P0109,5,46.35,Canada,2024-06-09
T0009190,C00650,P0087,5,112.07,Brazil,2024-11-14
T0009191,C00109,P0085,4,113.25,Canada,2024-10-01
T0009192,C01684,P0046,1,310.93,France,2024-11-11
T0009193,C01107,P0192,3,249.83,Spain,2024-07-02
T0009194,C01105,P0186,2,363.59,Spain,2024-07-21
T0009195,C00571,P0013,3,115.12,Israel,2024-02-14
T0009196,C01578,P0077,5,73.06,Italy,2024-12-18
T0009197,C01277,P0016,2,383.49,Spain,2024-11-22
T0009198,C01024,P0084,1,223.51,Brazil,2024-01-06
T0009199,C00988,P0042,5,116.06,USA,2024-12-07
T0009200,C00925,P0129,5,33.44,Italy,2024-04-16
T0009201,C00968,P0084,1,234.57,France,2024-12-05
T0009202,C01003,P0074,4,115.23,Germany,2024-09-15
T0009203,C01942,P0043,4,13.51,USA,2024-09-27
T0009204,C01895,P0136,1,161.51,Canada,2024-04-26
T0009205,C00454,P0156,1,240.95,Japan,2024-03-06
T0009206,C00651,P0140,1,218.51,Japan,2024-04-05
T0009207,C01243,P0077,5,79.34,Canada,2024-05-21
T0009208,C00110,P0046,5,340.73,Japan,2024-02-14
T0009209,C01446,P0136,4,140.05,Israel,2024-09-03
T0009210,C01386,P0141,4,215.44,Canada,2024-12-03
T0009211,C01403,P0019,3,209.1,France,2024-03-22
T0009212,C00113,P0031,5,338.98,Israel,2024-11-08
T0009213,C01634,P0119,3,134.53,Germany,2024-09-08
T0009214,C01329,P0075,5,372.01,Israel,2024-08-08
T0009215,C00925,P0178,3,299.66,Germany,2024-12-12
T0009216,C01459,P0194,3,389.98,Brazil,2024-10-27
T0009217,C00889,P0156,2,259.58,France,2024-07-19
T0009218,C01398,P0052,4,416.94,France,2024-09-25
T0009219,C00474,P0196,1,90.32,Spain,2024-01-26
T0009220,C00697,P0086,5,59.54,UK,2024-05-12
T0009221,C00906,P0180,1,343.71,Japan,2024-03-10
T0009222,C01794,P0192,3,253.06,France,2024-08-30
T0009223,C00779,P0036,4,189.99,Spain,2024-03-23
T0009224,C01457,P0075,2,371.93,UK,2024-04-16
T0009225,C01043,P0084,4,255.66,France,2024-09-19
T0009226,C00336,P0084,5,232.51,Israel,2024-10-23
T0009227,C00052,P0140,2,209.82,France,2024-12-02
T0009228,C01587,P0099,2,195.29,UK,2024-08-24
T0009229,C01865,P0187,3,389.66,Italy,2024-10-03
T0009230,C01868,P0027,4,199.34,Japan,2024-09-08
T0009231,C01696,P0054,3,256.92,France,2024-08-24
T0009232,C01179,P0113,2,375.44,UK,2024-05-29
T0009233,C00185,P0141,1,199.18,Germany,2024-10-31
T0009234,C01147,P0077,4,69.22,Spain,2024-04-16
T0009235,C00559,P0024,1,394.67,Spain,2024-03-02
T0009236,C00342,P0156,3,236.68,Italy,2024-08-30
T0009237,C01823,P0017,5,228.62,France,2024-05-12
T0009238,C01462,P0028,5,417.21,Spain,2024-12-16
T0009239,C00910,P0088,1,88.37,France,2024-05-29
T0009240,C01452,P0140,2,212.15,Canada,2024-03-19
T0009241,C01925,P0168,1,106.94,Canada,2024-11-22
T0009242,C00492,P0115,3,330.94,Germany,2024-10-11
T0009243,C01223,P0077,3,73.09,Germany,2024-08-19
T0009244,C01167,P0088,2,89.24,UK,2024-11-13
T0009245,C00766,P0049,3,335.97,UK,2024-12-24
T0009246,C00264,P0046,5,314.93,France,2024-10-27
T0009247,C01881,P0057,3,109.67,Italy,2024-04-20
T0009248,C01955,P0010,2,413.09,Brazil,2024-04-29
T0009249,C01155,P0106,2,77.71,UK,2024-01-28
T0009250,C01072,P0042,5,113.36,Israel,2024-01-18
T0009251,C00888,P0075,5,362.29,France,2024-10-22
T0009252,C00589,P0047,4,257.5,Canada,2024-11-02
T0009253,C00030,P0136,5,164.11,France,2024-10-29
T0009254,C00527,P0086,3,60.96,UK,2024-03-01
T0009255,C01625,P0054,2,246.87,Japan,2024-07-12
T0009256,C00432,P0019,3,238.4,Canada,2024-12-12
T0009257,C00022,P0090,4,188.71,USA,2024-10-21
T0009258,C01348,P0173,2,135.98,Brazil,2024-10-28
T0009259,C01543,P0012,2,249.62,Israel,2024-07-12
T0009260,C00037,P0074,1,117.21,Israel,2024-07-11
T0009261,C00907,P0188,2,402.37,Israel,2024-09-29
T0009262,C01788,P0108,2,401.65,UK,2024-08-16
T0009263,C00810,P0045,4,53.63,Spain,2024-11-27
T0009264,C01978,P0180,4,401.33,Brazil,2024-10-26
T0009265,C00627,P0054,4,227.12,UK,2024-10-12
T0009266,C00492,P0102,1,116.75,UK,2024-04-25
T0009267,C00601,P0108,2,415.14,Brazil,2024-05-10
T0009268,C01037,P0125,2,136.74,Spain,2024-03-22
T0009269,C01140,P0045,5,52.36,UK,2024-04-25
T0009270,C01075,P0035,1,18.92,UK,2024-05-06
T0009271,C01501,P0076,1,250.0,Spain,2024-11-07
T0009272,C00698,P0150,4,201.35,UK,2024-07-20
T0009273,C00627,P0019,1,208.76,USA,2024-10-16
T0009274,C00815,P0161,2,257.23,Germany,2024-09-20
T0009275,C01960,P0076,5,270.63,Japan,2024-06-07
T0009276,C00019,P0120,2,159.98,UK,2024-09-14
T0009277,C01692,P0096,1,339.39,Germany,2024-02-05
T0009278,C01870,P0066,1,333.78,France,2024-05-08
T0009279,C00678,P0116,3,79.15,Germany,2024-07-07
T0009280,C01439,P0179,5,213.55,France,2024-01-24
T0009281,C01587,P0194,4,446.94,USA,2024-02-09
T0009282,C01560,P0128,3,380.55,Canada,2024-11-11
T0009283,C00052,P0176,3,169.8,UK,2024-09-23
T0009284,C01029,P0099,3,202.84,Israel,2024-10-16
T0009285,C01259,P0175,5,251.83,Israel,2024-08-10
T0009286,C01834,P0075,2,356.51,UK,2024-08-09
T0009287,C00478,P0196,1,96.03,UK,2024-09-17
T0009288,C01114,P0129,1,34.58,Spain,2024-01-13
T0009289,C01221,P0093,2,35.7,Spain,2024-10-24
T0009290,C01380,P0036,5,183.1,Italy,2024-03-29
T0009291,C00830,P0047,5,240.04,Japan,2024-11-09
T0009292,C01193,P0129,3,32.32,Italy,2024-03-16
T0009293,C00844,P0036,2,186.02,Germany,2024-01-22
T0009294,C01590,P0084,3,253.06,France,2024-06-22
T0009295,C01729,P0046,2,346.93,Spain,2024-02-24
T0009296,C00705,P0134,4,195.06,UK,2024-02-18
T0009297,C01422,P0046,4,325.04,Italy,2024-04-09
T0009298,C00569,P0140,2,254.78,Canada,2024-03-13
T0009299,C00588,P0194,4,396.27,UK,2024-04-01
T0009300,C01557,P0023,3,488.13,Israel,2024-04-03
T0009301,C00510,P0177,2,123.87,France,2024-02-06
T0009302,C00938,P0010,5,411.65,USA,2024-07-02
T0009303,C01743,P0034,2,154.66,Italy,2024-09-10
T0009304,C01039,P0124,3,331.85,France,2024-02-16
T0009305,C01736,P0113,1,328.55,USA,2024-12-02
T0009306,C01819,P0036,1,190.22,UK,2024-02-18
T0009307,C01865,P0185,1,383.76,Spain,2024-05-16
T0009308,C00165,P0046,5,348.17,UK,2024-10-06
T0009309,C00757,P0120,4,145.4,Japan,2024-01-27
T0009310,C00172,P0137,1,233.64,Brazil,2024-08-06
T0009311,C00910,P0013,5,115.69,Israel,2024-03-01
T0009312,C01440,P0129,3,37.05,France,2024-04-03
T0009313,C00848,P0190,1,379.37,Brazil,2024-09-16
T0009314,C01174,P0180,2,395.91,USA,2024-10-14
T0009315,C00916,P0101,3,412.88,Brazil,2024-06-14
T0009316,C01338,P0013,4,126.85,Spain,2024-08-16
T0009317,C00840,P0058,1,277.35,Italy,2024-04-15
T0009318,C00394,P0046,5,318.18,Brazil,2024-06-23
T0009319,C00644,P0122,4,233.16,UK,2024-12-28
T0009320,C01511,P0065,2,238.44,France,2024-10-13
T0009321,C00599,P0132,1,283.72,Italy,2024-05-14
T0009322,C01977,P0126,1,366.51,Japan,2024-04-26
T0009323,C00687,P0162,5,453.43,Japan,2024-05-30
T0009324,C00039,P0103,3,396.28,Canada,2024-01-06
T0009325,C01251,P0156,3,221.52,France,2024-07-04
T0009326,C00405,P0108,5,417.16,Italy,2024-02-25
T0009327,C00798,P0146,3,249.81,Japan,2024-03-23
T0009328,C00650,P0129,2,36.1,France,2024-11-26
T0009329,C00739,P0054,5,248.38,UK,2024-10-12
T0009330,C01415,P0109,3,49.17,Japan,2024-06-24
T0009331,C01327,P0046,1,316.64,Canada,2024-12-06
T0009332,C00020,P0080,5,45.81,Germany,2024-06-28
T0009333,C01940,P0119,4,122.06,Germany,2024-12-03
T0009334,C01618,P0175,2,235.04,Japan,2024-01-02
T0009335,C01742,P0180,2,362.76,Italy,2024-07-14
T0009336,C01091,P0157,3,64.16,Italy,2024-05-15
T0009337,C00573,P0185,4,346.13,Italy,2024-08-29
T0009338,C00263,P0049,3,282.28,France,2024-12-20
T0009339,C00385,P0054,1,246.41,France,2024-11-26
T0009340,C00333,P0046,3,342.56,Brazil,2024-09-02
T0009341,C01680,P0180,5,353.61,Brazil,2024-09-20
T0009342,C00649,P0193,2,169.64,Germany,2024-07-30
T0009343,C00935,P0086,1,62.3,Israel,2024-04-08
T0009344,C00047,P0046,3,315.84,Brazil,2024-07-03
T0009345,C00211,P0113,5,360.07,Canada,2024-05-03
T0009346,C01731,P0054,1,208.45,Japan,2024-02-26
T0009347,C01313,P0185,3,359.86,Canada,2024-07-25
T0009348,C00194,P0095,3,197.08,Italy,2024-02-15
T0009349,C01101,P0075,2,320.75,UK,2024-09-17
T0009350,C00136,P0077,4,71.59,Italy,2024-05-26
T0009351,C00481,P0116,3,80.19,Canada,2024-12-22
T0009352,C00896,P0181,3,312.2,Canada,2024-06-13
T0009353,C01173,P0140,1,239.84,Germany,2024-07-17
T0009354,C00459,P0119,1,132.12,Canada,2024-03-09
T0009355,C01507,P0131,5,120.32,France,2024-08-13
T0009356,C01511,P0054,1,251.62,Brazil,2024-09-18
T0009357,C01432,P0156,4,242.46,UK,2024-08-03
T0009358,C01711,P0054,2,218.13,UK,2024-02-08
T0009359,C00793,P0064,4,127.79,Japan,2024-03-21
T0009360,C00540,P0009,1,22.47,UK,2024-05-26
T0009361,C00137,P0136,5,143.58,USA,2024-08-01
T0009362,C00881,P0103,2,400.33,Israel,2024-05-15
T0009363,C00380,P0140,2,232.65,Japan,2024-10-02
T0009364,C01540,P0060,1,396.55,Israel,2024-06-30
T0009365,C01406,P0197,4,228.35,Italy,2024-10-12
T0009366,C01987,P0070,2,18.68,Germany,2024-12-09
T0009367,C01024,P0099,5,167.57,Italy,2024-01-13
T0009368,C01086,P0025,1,293.18,Germany,2024-12-10
T0009369,C00761,P0103,3,359.4,Spain,2024-04-13
T0009370,C01020,P0103,3,381.07,UK,2024-01-02
T0009371,C00055,P0180,4,366.31,Spain,2024-01-07
T0009372,C00964,P0075,3,337.24,Italy,2024-09-25
T0009373,C01589,P0194,3,370.64,Canada,2024-02-16
T0009374,C00414,P0134,4,188.66,France,2024-04-25
T0009375,C01882,P0113,1,362.22,Spain,2024-05-11
T0009376,C00370,P0129,2,31.51,USA,2024-09-09
T0009377,C00322,P0129,4,33.15,Brazil,2024-06-06
T0009378,C01175,P0045,1,58.61,UK,2024-04-04
T0009379,C01219,P0054,2,245.65,UK,2024-12-14
T0009380,C00791,P0136,2,142.17,Italy,2024-07-20
T0009381,C01779,P0156,4,221.6,Italy,2024-05-07
T0009382,C01131,P0088,1,86.55,Germany,2024-09-30
T0009383,C01982,P0078,4,405.05,UK,2024-06-16
T0009384,C00539,P0194,1,390.03,Italy,2024-10-19
T0009385,C01686,P0013,4,130.7,UK,2024-09-26
T0009386,C00433,P0136,3,138.02,Brazil,2024-06-06
T0009387,C01601,P0046,1,313.22,France,2024-04-22
T0009388,C01890,P0153,5,381.31,Israel,2024-04-09
T0009389,C00899,P0184,4,475.91,Japan,2024-12-06
T0009390,C01949,P0180,3,375.54,Spain,2024-11-21
T0009391,C01834,P0005,2,113.59,Israel,2024-11-22
T0009392,C01279,P0119,4,128.27,Japan,2024-09-01
T0009393,C00713,P0102,1,103.57,Brazil,2024-12-26
T0009394,C01213,P0193,5,196.8,Canada,2024-11-30
T0009395,C00585,P0197,3,202.88,Spain,2024-08-24
T0009396,C01227,P0184,3,436.23,Spain,2024-10-20
T0009397,C00293,P0096,3,329.25,USA,2024-06-04
T0009398,C01575,P0102,1,116.72,UK,2024-02-10
T0009399,C00510,P0115,4,310.39,Spain,2024-09-13
T0009400,C00328,P0184,5,419.7,Japan,2024-11-25
T0009401,C01253,P0177,3,143.13,Germany,2024-02-15
T0009402,C01873,P0113,4,374.37,Japan,2024-10-27
T0009403,C01716,P0013,4,120.41,Spain,2024-12-08
T0009404,C00848,P0048,1,341.51,Canada,2024-03-16
T0009405,C01805,P0180,3,363.34,Israel,2024-11-11
T0009406,C01570,P0199,1,356.7,Israel,2024-12-19
T0009407,C00526,P0157,5,59.28,Canada,2024-02-21
T0009408,C00643,P0131,5,100.18,Japan,2024-08-20
T0009409,C00359,P0147,3,423.87,Japan,2024-11-30
T0009410,C01145,P0154,2,45.21,Spain,2024-01-24
T0009411,C00194,P0113,1,346.6,Brazil,2024-12-21
T0009412,C01488,P0125,1,132.79,USA,2024-07-05
T0009413,C01073,P0070,4,19.65,Italy,2024-11-13
T0009414,C00156,P0096,3,370.36,Israel,2024-01-09
T0009415,C01283,P0016,1,332.43,UK,2024-06-09
T0009416,C00674,P0019,2,210.35,Germany,2024-03-03
T0009417,C00866,P0195,5,120.74,Israel,2024-01-23
T0009418,C01860,P0194,1,446.03,Germany,2024-02-22
T0009419,C00787,P0113,2,380.66,Brazil,2024-09-04
T0009420,C01326,P0046,4,354.51,Israel,2024-10-19
T0009421,C00349,P0130,2,216.58,Italy,2024-10-25
T0009422,C00550,P0077,2,75.12,Germany,2024-02-22
T0009423,C00489,P0034,2,155.06,Spain,2024-03-13
T0009424,C00635,P0040,3,347.52,Canada,2024-05-09
T0009425,C01225,P0190,1,397.02,Canada,2024-04-17
T0009426,C01475,P0078,2,394.9,USA,2024-02-21
T0009427,C01743,P0080,2,52.34,UK,2024-06-17
T0009428,C00435,P0140,2,245.89,Italy,2024-05-29
T0009429,C00592,P0109,5,47.56,Japan,2024-03-27
T0009430,C00019,P0160,3,275.11,Japan,2024-07-15
T0009431,C00320,P0156,1,249.38,Canada,2024-12-09
T0009432,C01609,P0196,1,101.83,Spain,2024-02-10
T0009433,C01256,P0113,3,349.53,France,2024-12-19
T0009434,C00463,P0190,5,369.87,Brazil,2024-12-31
T0009435,C01104,P0131,3,102.79,Israel,2024-02-15
T0009436,C01418,P0069,1,166.82,Canada,2024-02-29
T0009437,C01614,P0199,1,360.14,Germany,2024-04-12
T0009438,C01838,P0163,5,56.37,Italy,2024-04-10
T0009439,C00413,P0190,2,345.52,USA,2024-11-10
T0009440,C00072,P0077,4,68.75,Brazil,2024-10-23
T0009441,C00442,P0145,2,278.62,Japan,2024-04-25
T0009442,C00546,P0180,2,395.92,Canada,2024-08-13
T0009443,C00165,P0077,1,66.27,France,2024-03-12
T0009444,C00436,P0084,1,263.66,Canada,2024-08-24
T0009445,C01087,P0046,1,343.26,Japan,2024-09-20
T0009446,C00163,P0032,3,424.96,France,2024-04-08
T0009447,C01896,P0103,1,384.13,Israel,2024-04-28
T0009448,C01100,P0131,2,113.23,Israel,2024-08-12
T0009449,C01073,P0190,2,405.61,Germany,2024-01-14
T0009450,C01435,P0125,4,138.01,Canada,2024-06-06
T0009451,C00832,P0131,3,100.0,Germany,2024-07-26
T0009452,C00132,P0046,3,362.17,Italy,2024-09-29
T0009453,C01853,P0045,1,62.06,Canada,2024-01-17
T0009454,C00834,P0197,4,248.02,USA,2024-04-18
T0009455,C00861,P0185,4,372.59,France,2024-01-24
T0009456,C01497,P0185,5,367.18,Canada,2024-02-01
T0009457,C01491,P0096,2,326.2,France,2024-02-18
T0009458,C01068,P0156,1,237.12,Brazil,2024-07-23
T0009459,C00406,P0134,5,223.82,Canada,2024-10-27
T0009460,C00419,P0159,1,185.76,USA,2024-09-02
T0009461,C01304,P0085,3,136.11,Brazil,2024-09-23
T0009462,C00594,P0185,1,330.04,UK,2024-01-13
T0009463,C01470,P0125,5,140.67,Spain,2024-04-21
T0009464,C00569,P0065,4,283.3,Israel,2024-04-03
T0009465,C01162,P0028,1,416.05,France,2024-12-12
T0009466,C00830,P0150,1,182.37,Italy,2024-07-30
T0009467,C01187,P0129,2,37.33,USA,2024-10-16
T0009468,C01163,P0057,3,107.65,Brazil,2024-11-01
T0009469,C01763,P0047,3,274.82,Italy,2024-01-14
T0009470,C00026,P0084,1,274.02,Canada,2024-07-27
T0009471,C01613,P0167,4,334.32,Japan,2024-05-17
T0009472,C01675,P0134,2,202.31,UK,2024-04-02
T0009473,C00561,P0102,2,127.32,Brazil,2024-09-29
T0009474,C00329,P0064,5,127.42,Japan,2024-12-12
T0009475,C01125,P0059,3,349.34,USA,2024-01-22
T0009476,C01917,P0047,1,249.58,Italy,2024-09-12
T0009477,C01349,P0004,2,188.73,France,2024-02-25
T0009478,C01143,P0103,1,388.74,USA,2024-05-06
T0009479,C01828,P0190,4,376.35,France,2024-01-14
T0009480,C00416,P0109,1,52.0,Canada,2024-06-13
T0009481,C01212,P0140,1,245.3,UK,2024-02-19
T0009482,C00414,P0046,3,368.44,Canada,2024-11-13
T0009483,C00639,P0167,2,328.39,Brazil,2024-06-22
T0009484,C01341,P0000,5,198.83,Brazil,2024-01-17
T0009485,C00123,P0153,3,425.68,Italy,2024-03-26
T0009486,C00779,P0113,4,367.09,Spain,2024-02-21
T0009487,C00640,P0057,3,109.26,Canada,2024-10-14
T0009488,C00575,P0048,4,317.97,Italy,2024-05-07
T0009489,C01327,P0178,1,289.98,USA,2024-03-16
T0009490,C00432,P0059,2,371.83,Germany,2024-09-25
T0009491,C01238,P0085,2,128.37,USA,2024-01-19
T0009492,C01058,P0102,3,111.85,Canada,2024-12-11
T0009493,C01923,P0186,2,368.51,Canada,2024-01-14
T0009494,C01018,P0147,4,374.33,France,2024-07-11
T0009495,C00399,P0028,5,443.58,Spain,2024-05-11
T0009496,C01536,P0103,2,354.9,France,2024-02-20
T0009497,C01011,P0145,2,293.15,UK,2024-05-24
T0009498,C01269,P0078,1,420.83,USA,2024-02-13
T0009499,C01749,P0101,3,439.7,Germany,2024-08-28
T0009500,C00233,P0103,4,388.11,UK,2024-10-02
T0009501,C01473,P0075,4,334.49,Canada,2024-11-28
T0009502,C00445,P0048,4,316.5,Canada,2024-08-20
T0009503,C00327,P0125,5,120.37,Italy,2024-05-20
T0009504,C01475,P0101,3,434.41,Canada,2024-04-24
T0009505,C01398,P0109,4,47.32,Brazil,2024-10-03
T0009506,C00231,P0016,1,339.95,Spain,2024-11-19
T0009507,C01546,P0084,5,231.79,Spain,2024-01-10
T0009508,C01170,P0119,2,147.09,Spain,2024-12-12
T0009509,C00508,P0109,3,48.55,Italy,2024-07-31
T0009510,C00625,P0158,1,255.38,Germany,2024-09-24
T0009511,C00993,P0179,4,194.21,UK,2024-02-29
T0009512,C01032,P0048,2,343.86,Canada,2024-02-05
T0009513,C00010,P0096,2,371.62,Spain,2024-07-26
T0009514,C01559,P0070,5,21.08,Canada,2024-03-21
T0009515,C00553,P0066,3,328.81,France,2024-07-22
T0009516,C01376,P0102,3,122.83,Brazil,2024-02-16
T0009517,C01392,P0109,2,49.09,Israel,2024-07-10
T0009518,C01846,P0160,4,254.63,Italy,2024-11-08
T0009519,C01896,P0008,3,411.73,Japan,2024-11-04
T0009520,C01862,P0113,4,376.32,Italy,2024-10-24
T0009521,C01299,P0062,5,153.59,Italy,2024-12-19
T0009522,C00758,P0129,4,32.94,Brazil,2024-04-08
T0009523,C00886,P0122,1,209.27,Canada,2024-01-11
T0009524,C01002,P0096,1,387.28,USA,2024-05-05
T0009525,C01995,P0050,4,237.66,Germany,2024-02-10
T0009526,C01251,P0101,5,496.64,Japan,2024-10-09
T0009527,C00780,P0194,1,379.32,UK,2024-11-12
T0009528,C00663,P0148,4,298.64,Italy,2024-02-24
T0009529,C01916,P0156,1,263.07,UK,2024-12-10
T0009530,C01692,P0067,3,257.52,Germany,2024-02-21
T0009531,C00509,P0057,3,95.83,France,2024-11-05
T0009532,C00542,P0054,1,237.47,UK,2024-04-16
T0009533,C00994,P0099,1,168.82,Germany,2024-04-03
T0009534,C00399,P0157,3,57.79,Canada,2024-01-13
T0009535,C00803,P0054,4,221.72,Brazil,2024-10-10
T0009536,C00424,P0176,5,164.36,Israel,2024-04-14
T0009537,C01057,P0077,5,80.74,Israel,2024-04-28
T0009538,C01268,P0180,1,355.79,Canada,2024-08-12
T0009539,C00284,P0075,4,391.19,Japan,2024-01-17
T0009540,C01803,P0065,5,261.71,Germany,2024-11-05
T0009541,C01707,P0111,3,385.86,Germany,2024-12-15
T0009542,C01144,P0141,5,186.84,Canada,2024-06-16
T0009543,C00277,P0031,3,356.53,Japan,2024-08-04
T0009544,C00235,P0009,4,22.63,Spain,2024-01-02
T0009545,C00771,P0008,2,399.59,Israel,2024-11-25
T0009546,C00220,P0101,4,405.79,France,2024-04-01
T0009547,C00662,P0013,1,128.98,Canada,2024-12-23
T0009548,C00388,P0035,2,20.32,France,2024-01-28
T0009549,C01875,P0008,3,351.18,Japan,2024-09-12
T0009550,C00702,P0117,4,180.75,Canada,2024-05-24
T0009551,C00942,P0005,2,112.64,Israel,2024-09-04
